id,options,times,pointX,pointY,username,fs,Vx,VxIF,VxIE,Vy,VyIF,VyIE,V,VIF,VIE,A,AIF,AIE,J,JIF,JIE,S,SIF,SIE,D,DIF,DIE,Direction,Direction change rate,DVIF,DVIE,cd,cur,currate,currateIF,currateIE
105785,slide,1575018692434 ,952,660,94,17 ,0,,,0,,,0,,,0.003460208,,,-0.000407083,,,3.59191E-05,,,-2.81719E-06,,,90.00 ,0,,,0,0,0,,
105786,slide,1575018692451 ,952,660,94,17 ,0,,,-0.058823529,,,0.058823529,,,-0.003460208,,,0.000203542,,,-1.1973E-05,,,7.04296E-07,,,90.00 ,0,,,0,0,0,,
105787,slide,1575018692468 ,952,659,94,184 ,0,,,0,,,0,,,0,,,0,,,0,,,2.01038E-08,,,90.00 ,0,,,0,0,0,,
105788,slide,1575018692652 ,952,659,94,16 ,0,,,0,,,0,,,0,,,0,,,3.6991E-06,,,-4.69393E-07,,,90.00 ,0,,,0,0,0,,
105789,slide,1575018692668 ,952,659,94,24 ,0,,,0,,,0,,,0,,,5.91856E-05,,,-3.81119E-06,,,-4.18229E-08,,,90.00 ,0,,,0,0,0,,
105790,slide,1575018692692 ,952,659,94,44 ,0,,,0,,,0,,,0.001420455,,,-3.22831E-05,,,-4.81494E-06,,,8.03012E-07,,,90.00 ,-2.045454545,,,0,0,0,,
105791,slide,1575018692736 ,952,659,94,16 ,-0.0625,,,0,,,0.0625,,,0,,,-0.000244141,,,3.05176E-05,,,-1.84157E-06,,,0.00 ,0,,,0,0,5.625,,
105792,slide,1575018692752 ,951,659,94,16 ,-0.0625,,,0,,,0.0625,,,-0.00390625,,,0.000244141,,,1.0524E-06,,,-2.46339E-06,,,0.00 ,5.625,,,0,90,-5.625,,
105793,slide,1575018692768 ,950,659,94,17 ,0,,,0,,,0,,,0,,,0.000260979,,,-3.83618E-05,,,5.1933E-06,,,90.00 ,0,,,0,0,0,,
105794,slide,1575018692785 ,950,659,94,63 ,0,,,0,,,0,,,0.004436643,,,-0.000391172,,,4.99242E-05,,,-4.91117E-06,,,90.00 ,-0.421667479,,,0,0,-0.130862853,,
105795,slide,1575018692848 ,950,659,94,8 ,0.125,,,0.25,,,0.279508497,,,-0.020207171,,,0.002754054,,,-0.00025948,,,1.23176E-05,,,63.43 ,-2.304368603,,,0,-8.244359746,2.659979634,,
105796,slide,1575018692856 ,951,661,94,12 ,0.083333333,,,0.083333333,,,0.11785113,,,0.00182526,,,0.000678216,,,-0.000160939,,,2.08535E-05,,,45.00 ,1.536245735,,,0.076923077,13.03547732,-0.908759333,,
105797,slide,1575018692868 ,952,662,94,16 ,0.0625,,,0.125,,,0.139754249,,,0.009963848,,,-0.001253049,,,8.93034E-05,,,-4.61264E-06,,,63.43 ,0.297727606,,,0.076923077,2.130365328,0.119878424,,
105798,slide,1575018692884 ,953,664,94,18 ,0.111111111,,,0.277777778,,,0.299175823,,,-0.010084931,,,0.000175806,,,1.55013E-05,,,-2.54779E-06,,,68.20 ,1.211189416,,,0.017241379,4.048420107,-0.224912228,,
105799,slide,1575018692902 ,955,669,94,17 ,0,,,0.117647059,,,0.117647059,,,-0.006920415,,,0.00045483,,,-3.03589E-05,,,2.01914E-06,,,90.00 ,0,,,0.075471698,0,0,,
105800,slide,1575018692919 ,955,671,94,16 ,0,,,0,,,0,,,0.000811688,,,-6.12719E-05,,,3.9664E-06,,,2.03273E-07,,,90.00 ,-5.625,,,0,0,5.625,,
105801,slide,1575018692935 ,955,671,94,77 ,0.012987013,,,0,,,0.012987013,,,-0.000168663,,,2.19042E-06,,,7.21877E-06,,,-1.60866E-06,,,0.00 ,1.168831169,,,0,90,-1.168831169,,
105802,slide,1575018693012 ,956,671,94,7 ,0,,,0,,,0,,,0,,,0.000558036,,,-0.000116648,,,1.71694E-05,,,90.00 ,0,,,0,0,0,,
105803,slide,1575018693019 ,956,671,94,16 ,0,,,0,,,0,,,0.00390625,,,-0.000258502,,,3.5375E-06,,,2.16051E-06,,,90.00 ,0,,,0,0,-5.625,,
105804,slide,1575018693035 ,956,671,94,16 ,0,,,-0.0625,,,0.0625,,,-0.000229779,,,-0.000201902,,,3.81057E-05,,,-4.63696E-06,,,90.00 ,-5.625,,,0,-90,11.25,,
105805,slide,1575018693051 ,956,670,94,17 ,0.058823529,,,0,,,0.058823529,,,-0.003460208,,,0.00040779,,,-3.60857E-05,,,2.13499E-06,,,0.00 ,5.294117647,,,0.5,90,-5.294117647,,
105806,slide,1575018693068 ,957,670,94,18 ,0,,,0,,,0,,,0.003472222,,,-0.000205667,,,2.09166E-07,,,1.64137E-06,,,90.00 ,0,,,0,0,-5,,
105807,slide,1575018693086 ,957,670,94,16 ,0,,,-0.0625,,,0.0625,,,-0.000229779,,,-0.000201902,,,2.97537E-05,,,-3.21723E-06,,,90.00 ,-5.625,,,0,-90,11.25,,
105808,slide,1575018693102 ,957,669,94,17 ,0.058823529,,,0,,,0.058823529,,,-0.003460208,,,0.000274158,,,-2.1722E-05,,,1.6363E-06,,,0.00 ,5.294117647,,,0.5,90,-5.294117647,,
105809,slide,1575018693119 ,958,669,94,49 ,0,,,0,,,0,,,0.00120048,,,-9.51161E-05,,,6.09506E-06,,,-3.34817E-07,,,90.00 ,0,,,0,0,0,,
105810,slide,1575018693168 ,958,669,94,17 ,0,,,0.058823529,,,0.058823529,,,-0.003460208,,,0.000203542,,,-1.0311E-05,,,4.22252E-07,,,90.00 ,0,,,0,0,0,,
105811,slide,1575018693185 ,958,670,94,16 ,0,,,0,,,0,,,0,,,2.8255E-05,,,-3.1327E-06,,,8.07572E-07,,,90.00 ,0,,,0,0,0,,
105812,slide,1575018693201 ,958,670,94,28 ,0,,,0,,,0,,,0.00045208,,,-2.18682E-05,,,9.78845E-06,,,-1.41693E-06,,,90.00 ,0,,,0,0,0,,
105813,slide,1575018693229 ,958,670,94,79 ,0,,,-0.012658228,,,0.012658228,,,-0.000160231,,,0.000252208,,,-2.98855E-05,,,3.3652E-06,,,90.00 ,0,,,0,0,0,,
105814,slide,1575018693308 ,958,669,94,10 ,0,,,0,,,0,,,0.019764235,,,-0.002108747,,,0.000235965,,,-2.58872E-05,,,90.00 ,-16.15650512,,,0,0,5.10913552,,
105815,slide,1575018693318 ,958,669,94,16 ,0.0625,,,-0.1875,,,0.197642354,,,-0.001323235,,,0.000250907,,,-2.29061E-05,,,7.89226E-06,,,-71.57 ,10.0978157,,,0,51.0913552,-3.1932097,,
105816,slide,1575018693334 ,959,666,94,17 ,0,,,-0.176470588,,,0.176470588,,,0.002691273,,,-0.000115592,,,0.00010337,,,-1.95186E-05,,,90.00 ,0,,,0.081081081,0,0,,
105817,slide,1575018693351 ,959,663,94,18 ,0,,,-0.222222222,,,0.222222222,,,0.000726216,,,0.0016417,,,-0.000228446,,,1.82301E-05,,,90.00 ,0,,,0,0,0,,
105818,slide,1575018693369 ,959,659,94,17 ,0,,,-0.235294118,,,0.235294118,,,0.030276817,,,-0.002470327,,,9.96954E-05,,,1.2697E-06,,,90.00 ,0,,,0,0,0,,
105819,slide,1575018693386 ,959,655,94,16 ,0,,,-0.75,,,0.75,,,-0.01171875,,,-0.000775506,,,0.00012128,,,-1.19267E-05,,,90.00 ,0,,,0,0,0,,
105820,slide,1575018693402 ,959,643,94,16 ,0,,,-0.5625,,,0.5625,,,-0.024126838,,,0.00116498,,,-6.95473E-05,,,6.00903E-06,,,90.00 ,0,,,0,0,-2.8125,,
105821,slide,1575018693418 ,959,634,94,17 ,0,,,-0.176470588,,,0.176470588,,,-0.00548715,,,5.22233E-05,,,2.65971E-05,,,-2.03313E-06,,,90.00 ,-7.941176471,,,0,-45,8.262318556,,
105822,slide,1575018693435 ,959,631,94,17 ,-0.058823529,,,0.058823529,,,0.083189033,,,-0.004599355,,,0.000504374,,,-7.96605E-06,,,-2.36567E-06,,,-45.00 ,7.941176471,,,0.6,95.45941546,-5.615259733,,
105823,slide,1575018693452 ,958,632,94,200 ,0,,,-0.005,,,0.005,,,0.003975,,,0.000368951,,,-4.81824E-05,,,4.71386E-06,,,90.00 ,0,,,1,0,-0.00646838,,
105824,slide,1575018693652 ,958,631,94,15 ,0,,,-0.8,,,0.8,,,0.077765205,,,-0.009267523,,,0.00089459,,,-8.1765E-05,,,90.00 ,-1.034940733,,,0,-1.293675916,0.027644705,,
105825,slide,1575018693667 ,958,619,94,19 ,-0.526315789,,,-1.894736842,,,1.966478073,,,-0.061247637,,,0.00415133,,,-0.000331885,,,2.65046E-05,,,74.48 ,-1.728544719,,,0.049916805,-0.879005336,0.033265811,,
105826,slide,1575018693686 ,948,583,94,15 ,-0.6,,,-0.533333333,,,0.802772972,,,0.017627627,,,-0.002154488,,,0.000171702,,,-1.38872E-05,,,41.63 ,-0.198248739,,,0.106225512,-0.246954925,0.050150871,,
105827,slide,1575018693701 ,939,575,94,18 ,-0.833333333,,,-0.666666667,,,1.067187373,,,-0.014689689,,,0.000421043,,,-3.66055E-05,,,3.17064E-06,,,38.66 ,0.539258467,,,0.012295082,0.505308141,0.032011098,,
105828,slide,1575018693719 ,924,563,94,15 ,-0.533333333,,,-0.6,,,0.802772972,,,-0.007110924,,,-0.000237857,,,2.0466E-05,,,6.29719E-07,,,48.37 ,0.868205311,,,0.040206186,1.0815079,0.042214477,,
105829,slide,1575018693734 ,916,554,94,18 ,-0.333333333,,,-0.611111111,,,0.696109116,,,-0.010678778,,,6.91337E-05,,,2.99118E-05,,,-6.44965E-06,,,61.39 ,1.19363574,,,0.05704698,1.714725052,-0.046165308,,
105830,slide,1575018693752 ,910,543,94,16 ,-0.0625,,,-0.5,,,0.503891109,,,-0.009434371,,,0.000607547,,,-8.61818E-05,,,1.02317E-05,,,82.87 ,0.445313522,,,0.090243902,0.883749512,-1.831668488,,
105831,slide,1575018693768 ,909,535,94,17 ,0,,,-0.352941176,,,0.352941176,,,0.000286376,,,-0.000771362,,,7.75246E-05,,,-5.9501E-06,,,90.00 ,-10.03162811,,,0.030456853,-28.4229463,1.837330448,,
105832,slide,1575018693785 ,909,529,94,17 ,0.058823529,,,-0.352941176,,,0.357809561,,,-0.012826783,,,0.000546556,,,-2.36271E-05,,,2.75543E-07,,,-80.54 ,1.006042881,,,0.04137931,2.811671323,0.319569907,,
105833,slide,1575018693802 ,910,523,94,16 ,0.0625,,,-0.125,,,0.139754249,,,-0.003535326,,,0.000144895,,,-1.89429E-05,,,2.66309E-06,,,-63.43 ,1.152184301,,,0.058823529,8.244359746,1.473465338,,
105834,slide,1575018693818 ,911,521,94,17 ,0.058823529,,,-0.058823529,,,0.083189033,,,-0.001217002,,,-0.000158191,,,2.36666E-05,,,-1.51164E-06,,,-45.00 ,2.647058824,,,0.076923077,31.81980515,3.422364403,,
105835,slide,1575018693835 ,912,520,94,16 ,0.0625,,,0,,,0.0625,,,-0.00390625,,,0.000244141,,,-2.03128E-06,,,-1.43988E-06,,,0.00 ,5.625,,,0.2,90,-5.625,,
105836,slide,1575018693851 ,913,520,94,21 ,0,,,0,,,0,,,0,,,0.00021164,,,-2.50693E-05,,,2.25198E-06,,,90.00 ,0,,,0,0,0,,
105837,slide,1575018693872 ,913,520,94,15 ,0,,,0,,,0,,,0.004444444,,,-0.000314815,,,2.22222E-05,,,-1.68435E-06,,,90.00 ,-6,,,0,0,6,,
105838,slide,1575018693887 ,913,520,94,15 ,0.066666667,,,0,,,0.066666667,,,-0.000277778,,,1.85185E-05,,,-3.04302E-06,,,9.03935E-07,,,0.00 ,6,,,0,90,-12,,
105839,slide,1575018693902 ,914,520,94,16 ,0,,,-0.0625,,,0.0625,,,0,,,-2.71267E-05,,,1.0516E-05,,,-2.80322E-06,,,90.00 ,-5.625,,,0.5,-90,11.25,,
105840,slide,1575018693918 ,914,519,94,16 ,0.0625,,,0,,,0.0625,,,-0.000434028,,,0.000141129,,,-3.43356E-05,,,5.51584E-06,,,0.00 ,5.625,,,0.5,90,-14.0625,,
105841,slide,1575018693934 ,915,519,94,18 ,0,,,-0.055555556,,,0.055555556,,,0.001824044,,,-0.00040824,,,5.39178E-05,,,-5.30548E-06,,,90.00 ,-7.5,,,0.5,-135,12.80330086,,
105842,slide,1575018693952 ,915,518,94,16 ,0.0625,,,-0.0625,,,0.088388348,,,-0.005524272,,,0.000562281,,,-4.15808E-05,,,2.25421E-06,,,-45.00 ,8.4375,,,0.2,95.45941546,-5.966213466,,
105843,slide,1575018693968 ,916,517,94,16 ,0,,,0,,,0,,,0.003472222,,,-0.000103011,,,-5.51342E-06,,,1.30984E-06,,,90.00 ,0,,,0,0,-8.4375,,
105844,slide,1575018693984 ,916,517,94,18 ,0,,,-0.055555556,,,0.055555556,,,0.001824044,,,-0.000191226,,,1.54439E-05,,,-1.86031E-06,,,90.00 ,-7.5,,,0,-135,12.80330086,,
105845,slide,1575018694002 ,916,516,94,16 ,0.0625,,,-0.0625,,,0.088388348,,,-0.001618022,,,8.67651E-05,,,-1.80417E-05,,,3.50645E-06,,,-45.00 ,8.4375,,,0.2,95.45941546,-5.966213466,,
105846,slide,1575018694018 ,917,515,94,16 ,0,,,-0.0625,,,0.0625,,,-0.000229779,,,-0.000201902,,,3.80616E-05,,,-5.37211E-06,,,90.00 ,0,,,0.2,0,0,,
105847,slide,1575018694034 ,917,514,94,17 ,0,,,-0.058823529,,,0.058823529,,,-0.003460208,,,0.000407083,,,-4.78921E-05,,,4.93007E-06,,,90.00 ,0,,,0,0,0,,
105848,slide,1575018694051 ,917,513,94,17 ,0,,,0,,,0,,,0.003460208,,,-0.000407083,,,3.59191E-05,,,-2.81719E-06,,,90.00 ,0,,,0,0,0,,
105849,slide,1575018694068 ,917,513,94,17 ,0,,,-0.058823529,,,0.058823529,,,-0.003460208,,,0.000203542,,,-1.1973E-05,,,7.05887E-07,,,90.00 ,0,,,0,0,0,,
105850,slide,1575018694085 ,917,512,94,50 ,0,,,0,,,0,,,0,,,0,,,2.70412E-08,,,-2.41418E-09,,,90.00 ,0,,,0,0,0,,
105851,slide,1575018694135 ,917,512,94,581 ,0,,,0,,,0,,,0,,,1.35206E-06,,,-9.36681E-08,,,1.02406E-08,,,90.00 ,0,,,0,0,0,,
105852,slide,1575018694716 ,917,512,94,19 ,0,,,0,,,0,,,0.000785546,,,-5.30691E-05,,,5.85614E-06,,,-4.64069E-07,,,90.00 ,0,,,0,0,0,,
105853,slide,1575018694735 ,917,512,94,67 ,0,,,0.014925373,,,0.014925373,,,-0.000222767,,,5.81976E-05,,,-2.96116E-06,,,2.95531E-08,,,90.00 ,0,,,0,0,0,,
105854,slide,1575018694802 ,917,513,94,16 ,0,,,0,,,0,,,0.003676471,,,-0.0001402,,,-9.81106E-07,,,5.28889E-08,,,90.00 ,0,,,0,0,-2.8125,,
105855,slide,1575018694818 ,917,513,94,17 ,0,,,0.058823529,,,0.058823529,,,0.001433265,,,-0.000155898,,,-1.34883E-07,,,1.40009E-06,,,90.00 ,-2.647058824,,,0,-45,4.518812068,,
105856,slide,1575018694835 ,917,514,94,17 ,0.058823529,,,0.058823529,,,0.083189033,,,-0.001217002,,,-0.000158191,,,2.36666E-05,,,-2.28973E-06,,,45.00 ,2.647058824,,,0.2,31.81980515,-1.871753244,,
105857,slide,1575018694852 ,918,515,94,16 ,0,,,0.0625,,,0.0625,,,-0.00390625,,,0.000244141,,,-1.52588E-05,,,1.41976E-06,,,90.00 ,0,,,0.2,0,0,,
105858,slide,1575018694868 ,918,516,94,17 ,0,,,0,,,0,,,0,,,0,,,7.45734E-06,,,-1.49941E-06,,,90.00 ,0,,,0,0,0,,
105859,slide,1575018694885 ,918,516,94,17 ,0,,,0,,,0,,,0,,,0.000126775,,,-1.80326E-05,,,3.25135E-06,,,90.00 ,0,,,0,0,0,,
105860,slide,1575018694902 ,918,516,94,58 ,0,,,0,,,0,,,0.002155172,,,-0.00017978,,,3.72403E-05,,,-5.15393E-06,,,90.00 ,0,,,0,0,0,,
105861,slide,1575018694960 ,918,516,94,8 ,0,,,-0.125,,,0.125,,,-0.008272059,,,0.001980158,,,-0.000261688,,,3.29947E-05,,,90.00 ,0,,,0,0,0,,
105862,slide,1575018694968 ,918,515,94,17 ,0,,,-0.058823529,,,0.058823529,,,0.007569204,,,-0.000113344,,,2.26966E-06,,,3.19431E-06,,,90.00 ,0,,,0,0,0,,
105863,slide,1575018694985 ,918,514,94,16 ,0,,,-0.1875,,,0.1875,,,0.005642361,,,-7.47594E-05,,,5.6573E-05,,,-1.31493E-05,,,90.00 ,0,,,0,0,-2.131720972,,
105864,slide,1575018695001 ,918,511,94,18 ,0,,,-0.277777778,,,0.277777778,,,0.00444621,,,0.000830408,,,-0.000153815,,,1.50907E-05,,,90.00 ,-9.474315433,,,0,-34.10753556,3.452430949,,
105865,slide,1575018695019 ,918,506,94,17 ,0.058823529,,,-0.352941176,,,0.357809561,,,0.019393555,,,-0.001938267,,,0.000117816,,,-2.32063E-06,,,-80.54 ,10.03162811,,,0.040983607,28.03622153,-1.649189502,,
105866,slide,1575018695036 ,919,500,94,16 ,0,,,-0.6875,,,0.6875,,,-0.013556985,,,6.46126E-05,,,7.83657E-05,,,-1.25013E-05,,,90.00 ,0,,,0.037931034,0,-0.109658152,,
105867,slide,1575018695052 ,919,489,94,17 ,0,,,-0.470588235,,,0.470588235,,,-0.012523184,,,0.001318463,,,-0.000121656,,,1.00652E-05,,,90.00 ,-0.82566138,,,0,-1.754530433,0.187469415,,
105868,slide,1575018695069 ,919,481,94,16 ,-0.0625,,,-0.25,,,0.257694102,,,0.009890691,,,-0.000749685,,,4.9453E-05,,,-3.78334E-06,,,75.96 ,0.36913382,,,0.055172414,1.432449627,-0.101303373,,
105869,slide,1575018695085 ,918,477,94,17 ,-0.058823529,,,-0.411764706,,,0.415945165,,,-0.002104265,,,4.1563E-05,,,-1.10805E-05,,,1.34558E-06,,,81.87 ,-0.078365874,,,0.024,-0.188404339,0.011082608,,
105870,slide,1575018695102 ,917,470,94,16 ,-0.0625,,,-0.375,,,0.380172658,,,-0.001397694,,,-0.000146806,,,1.17943E-05,,,-1.73022E-06,,,80.54 ,0,,,0.005780347,0,0.097224762,,
105871,slide,1575018695118 ,916,464,94,17 ,-0.058823529,,,-0.352941176,,,0.357809561,,,-0.003746583,,,4.19027E-05,,,-1.58892E-05,,,3.92666E-06,,,80.54 ,0.556607189,,,0,1.555596189,-0.256637934,,
105872,slide,1575018695135 ,915,458,94,17 ,0,,,-0.294117647,,,0.294117647,,,-0.003034237,,,-0.000228213,,,5.08641E-05,,,-6.18821E-06,,,90.00 ,-0.82566138,,,0.040983607,-2.807248694,0.365384575,,
105873,slide,1575018695152 ,915,453,94,17 ,-0.058823529,,,-0.235294118,,,0.242535625,,,-0.00691386,,,0.000636477,,,-5.43354E-05,,,4.27805E-06,,,75.96 ,0.82566138,,,0.06097561,3.404289083,-0.200252299,,
105874,slide,1575018695169 ,914,449,94,16 ,0,,,-0.125,,,0.125,,,0.00390625,,,-0.000287224,,,1.83915E-05,,,-1.46997E-06,,,90.00 ,0,,,0.054054054,0,0,,
105875,slide,1575018695185 ,914,447,94,16 ,0,,,-0.1875,,,0.1875,,,-0.000689338,,,7.03981E-06,,,-5.12804E-06,,,6.71918E-07,,,90.00 ,0,,,0,0,0,,
105876,slide,1575018695201 ,914,444,94,17 ,0,,,-0.176470588,,,0.176470588,,,-0.000576701,,,-7.50089E-05,,,5.62265E-06,,,-6.63593E-07,,,90.00 ,0,,,0,0,0,,
105877,slide,1575018695218 ,914,441,94,18 ,0,,,-0.166666667,,,0.166666667,,,-0.001851852,,,2.05761E-05,,,-5.65844E-06,,,2.63673E-06,,,90.00 ,0,,,0,0,0,,
105878,slide,1575018695236 ,914,438,94,15 ,0,,,-0.133333333,,,0.133333333,,,-0.001481481,,,-8.12757E-05,,,4.18027E-05,,,-7.15794E-06,,,90.00 ,0,,,0,0,0,,
105879,slide,1575018695251 ,914,436,94,18 ,0,,,-0.111111111,,,0.111111111,,,-0.002700617,,,0.000545766,,,-6.55663E-05,,,6.36998E-06,,,90.00 ,0,,,0,0,0,,
105880,slide,1575018695269 ,914,434,94,16 ,0,,,-0.0625,,,0.0625,,,0.007123162,,,-0.000634428,,,4.90934E-05,,,-4.31321E-06,,,90.00 ,0,,,0,0,0,,
105881,slide,1575018695285 ,914,433,94,17 ,0,,,-0.176470588,,,0.176470588,,,-0.003027682,,,0.000151066,,,-1.9918E-05,,,3.35777E-06,,,90.00 ,0,,,0,0,0,,
105882,slide,1575018695302 ,914,430,94,16 ,0,,,-0.125,,,0.125,,,-0.000459559,,,-0.000187541,,,3.7164E-05,,,-5.21623E-06,,,90.00 ,0,,,0,0,0,,
105883,slide,1575018695318 ,914,428,94,17 ,0,,,-0.117647059,,,0.117647059,,,-0.003460208,,,0.000407083,,,-4.62957E-05,,,4.49758E-06,,,90.00 ,0,,,0,0,0,,
105884,slide,1575018695335 ,914,426,94,17 ,0,,,-0.058823529,,,0.058823529,,,0.003460208,,,-0.000379944,,,3.01632E-05,,,-1.64228E-06,,,90.00 ,0,,,0,0,0,,
105885,slide,1575018695352 ,914,425,94,17 ,0,,,-0.117647059,,,0.117647059,,,-0.002998847,,,0.00013283,,,2.24446E-06,,,-2.4035E-06,,,90.00 ,0,,,0,0,0,,
105886,slide,1575018695369 ,914,423,94,15 ,0,,,-0.066666667,,,0.066666667,,,-0.000740741,,,0.000170986,,,-3.8615E-05,,,5.3651E-06,,,90.00 ,0,,,0,0,-3,,
105887,slide,1575018695384 ,914,422,94,18 ,0,,,-0.055555556,,,0.055555556,,,0.001824044,,,-0.00040824,,,4.18615E-05,,,-3.28419E-06,,,90.00 ,-2.5,,,0,-45,4.267766953,,
105888,slide,1575018695402 ,914,421,94,16 ,-0.0625,,,-0.0625,,,0.088388348,,,-0.005524272,,,0.000345267,,,-1.72539E-05,,,4.83011E-07,,,45.00 ,2.8125,,,0.2,31.81980515,-1.988737822,,
105889,slide,1575018695418 ,913,420,94,17 ,0,,,0,,,0,,,0,,,6.92042E-05,,,-9.52575E-06,,,1.14836E-06,,,90.00 ,0,,,0,0,0,,
105890,slide,1575018695435 ,913,420,94,50 ,0,,,0,,,0,,,0.001176471,,,-9.27336E-05,,,9.99634E-06,,,-7.97956E-07,,,90.00 ,0,,,0,0,0,,
105891,slide,1575018695485 ,913,420,94,17 ,0,,,-0.058823529,,,0.058823529,,,-0.003460208,,,0.000407083,,,-2.99014E-05,,,2.22099E-06,,,90.00 ,0,,,0,0,0,,
105892,slide,1575018695502 ,913,419,94,17 ,0,,,0,,,0,,,0.003460208,,,-0.000101241,,,7.85544E-06,,,-2.43989E-07,,,90.00 ,0,,,0,0,-2.647058824,,
105893,slide,1575018695519 ,913,419,94,17 ,0,,,-0.058823529,,,0.058823529,,,0.001739107,,,3.23013E-05,,,3.70762E-06,,,-2.18126E-06,,,90.00 ,-2.647058824,,,0,-45,4.518812068,,
105894,slide,1575018695536 ,913,418,94,16 ,-0.0625,,,-0.0625,,,0.088388348,,,0.002288228,,,9.53308E-05,,,-3.33738E-05,,,6.137E-06,,,45.00 ,2.8125,,,0.2,31.81980515,-2.564829973,,
105895,slide,1575018695552 ,912,417,94,16 ,0,,,-0.125,,,0.125,,,0.003813521,,,-0.00043865,,,6.48182E-05,,,-8.62318E-06,,,90.00 ,-1.152184301,,,0.2,-9.217474411,0.415406894,,
105896,slide,1575018695568 ,912,415,94,17 ,-0.058823529,,,-0.176470588,,,0.186016333,,,-0.003204878,,,0.000598441,,,-7.31526E-05,,,6.70719E-06,,,71.57 ,-0.478241315,,,0.076923077,-2.570964105,0.850071539,,
105897,slide,1575018695585 ,911,412,94,17 ,-0.058823529,,,-0.117647059,,,0.13153341,,,0.006968623,,,-0.000645153,,,4.08697E-05,,,-2.81844E-06,,,63.43 ,1.562650069,,,0.034482759,11.88025205,-0.969940545,,
105898,slide,1575018695602 ,910,410,94,16 ,0,,,-0.25,,,0.25,,,-0.003998979,,,4.96313E-05,,,-7.04377E-06,,,1.97318E-06,,,90.00 ,-1.152184301,,,0.108108108,-4.608737206,0.127360819,,
105899,slide,1575018695618 ,910,406,94,17 ,-0.058823529,,,-0.176470588,,,0.186016333,,,-0.003204878,,,-6.30691E-05,,,2.45271E-05,,,-3.39739E-06,,,71.57 ,-0.478241315,,,0.08,-2.570964105,0.850071539,,
105900,slide,1575018695635 ,909,403,94,17 ,-0.058823529,,,-0.117647059,,,0.13153341,,,-0.004277052,,,0.000353892,,,-3.32286E-05,,,2.33601E-06,,,63.43 ,1.562650069,,,0.034482759,11.88025205,-3.34589718,,
105901,slide,1575018695652 ,908,401,94,17 ,0,,,-0.058823529,,,0.058823529,,,0.001739107,,,-0.000210995,,,6.48348E-06,,,7.37431E-07,,,90.00 ,-2.647058824,,,0.1,-45,4.518812068,,
105902,slide,1575018695669 ,908,400,94,16 ,-0.0625,,,-0.0625,,,0.088388348,,,-0.001847801,,,-0.000100775,,,1.90198E-05,,,-1.82153E-06,,,45.00 ,2.8125,,,0.2,31.81980515,-1.988737822,,
105903,slide,1575018695685 ,907,399,94,17 ,0,,,-0.058823529,,,0.058823529,,,-0.003460208,,,0.000203542,,,-1.01246E-05,,,5.19026E-07,,,90.00 ,0,,,0.2,0,0,,
105904,slide,1575018695702 ,907,398,94,17 ,0,,,0,,,0,,,0,,,3.14228E-05,,,-1.30119E-06,,,4.66568E-07,,,90.00 ,0,,,0,0,0,,
105905,slide,1575018695719 ,907,398,94,208 ,0,,,0,,,0,,,0.000534188,,,9.30263E-06,,,6.63046E-06,,,-1.56316E-06,,,90.00 ,0,,,0,0,0,,
105906,slide,1575018695927 ,907,398,94,9 ,0,,,0.111111111,,,0.111111111,,,0.002469136,,,0.001388438,,,-0.000318507,,,5.24944E-05,,,90.00 ,0,,,0,0,-0.525684567,,
105907,slide,1575018695936 ,907,399,94,15 ,0,,,0.133333333,,,0.133333333,,,0.014965082,,,-0.001478125,,,0.000153942,,,-1.03289E-05,,,90.00 ,-0.630821481,,,0,-4.731161104,0.419117153,,
105908,slide,1575018695951 ,907,401,94,17 ,0.058823529,,,0.352941176,,,0.357809561,,,-0.007206791,,,0.000831012,,,-9.90919E-07,,,-7.91576E-06,,,80.54 ,0.556607189,,,0.030769231,1.555596189,-0.091505658,,
105909,slide,1575018695968 ,908,407,94,17 ,0,,,0.235294118,,,0.235294118,,,0.006920415,,,0.000814166,,,-0.000135559,,,1.65479E-05,,,90.00 ,0,,,0.03960396,0,0,,
105910,slide,1575018695985 ,908,411,94,17 ,0,,,0.352941176,,,0.352941176,,,0.020761246,,,-0.001490333,,,0.000145756,,,-1.53804E-05,,,90.00 ,0,,,0,0,-0.027993104,,
105911,slide,1575018696002 ,908,417,94,17 ,0,,,0.705882353,,,0.705882353,,,-0.004574419,,,0.000987511,,,-0.000115712,,,7.05034E-06,,,90.00 ,-0.335917243,,,0,-0.475882761,0.061418119,,
105912,slide,1575018696019 ,908,429,94,16 ,0.0625,,,0.625,,,0.628117226,,,0.012213262,,,-0.000979592,,,4.14391E-06,,,8.56152E-06,,,84.29 ,0.356912071,,,0.024742268,0.568225255,-0.035514078,,
105913,slide,1575018696035 ,909,439,94,17 ,0,,,0.823529412,,,0.823529412,,,-0.003460208,,,-0.000913289,,,0.000141128,,,-1.64609E-05,,,90.00 ,0,,,0.024263432,0,-0.777691845,,
105914,slide,1575018696052 ,909,453,94,17 ,0,,,0.764705882,,,0.764705882,,,-0.018986126,,,0.001485891,,,-0.000138707,,,1.65703E-05,,,90.00 ,-10.10999398,,,0,-13.22076136,0.814284249,,
105915,slide,1575018696069 ,909,466,94,16 ,-0.0625,,,0.4375,,,0.441941738,,,0.006274025,,,-0.000872132,,,0.000142988,,,-1.66495E-05,,,-81.87 ,0.274919085,,,0.032418953,0.622070877,1.096420646,,
